URN,LA,Estab,SCHOOLTYPE,NOR,NORG,NORB,PNORG,PNORB,TSENELSE,PSENELSE,TSENELK,PSENELK,NUMEAL,NUMENGFL,NUMUNCFL,PNUMEAL,PNUMENGFL,PNUMUNCLF,NUMFSM,NUMFSMEVER,NORFSMEVER,PNUMFSMEVER
135971,334,6906,State-funded secondary,1270,640,630,50.39%,49.61%,25,1.97%,190,14.96%,83,1151,36,6.50%,90.60%,0.028,407,381,1107,34.42%
135973,304,6907,State-funded secondary,1206,536,670,44.44%,55.56%,19,1.58%,99,8.21%,900,305,1,74.60%,25.30%,0.001,585,555,1073,51.72%
135975,357,6003,Independent school,13,0,13,0.00%,100.00%,12,92.31%,1,7.69%,,,,,,,,NA,NA,0.00%
135979,333,6910,State-funded secondary,1159,538,621,46.42%,53.58%,36,3.11%,168,14.50%,233,914,12,20.10%,78.90%,0.01,381,391,1159,33.74%
135980,874,6906,State-funded secondary,1230,623,607,50.65%,49.35%,33,2.68%,169,13.74%,244,986,0,19.80%,80.20%,0,439,403,1057,38.13%
135985,916,3375,State-funded primary,316,152,164,48.10%,51.90%,10,3.16%,59,18.67%,54,259,3,17.10%,82.00%,0.009,116,117,316,37.03%
135987,823,6002,Independent school,38,23,15,60.53%,39.47%,36,94.74%,2,5.26%,,,,,,,,NA,NA,0.00%
135988,309,6088,Independent school,134,54,80,40.30%,59.70%,1,0.75%,7,5.22%,,,,,,,,NA,NA,0.00%
135989,211,6397,Independent school,108,54,54,50.00%,50.00%,5,4.63%,15,13.89%,,,,,,,,NA,NA,0.00%
135990,822,6014,Independent school,6,6,0,100.00%,0.00%,2,33.33%,2,33.33%,,,,,,,,NA,NA,0.00%
135995,870,6016,Independent school,57,27,30,47.37%,52.63%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
135996,822,3024,State-funded primary,677,327,350,48.30%,51.70%,27,3.99%,102,15.07%,135,541,1,19.90%,79.90%,0.001,100,102,637,16.01%
135998,359,6011,Independent school,10,5,5,50.00%,50.00%,1,10.00%,1,10.00%,,,,,,,,NA,NA,0.00%
136000,390,6008,Independent school,490,0,490,0.00%,100.00%,5,1.02%,75,15.31%,,,,,,,,NA,NA,0.00%
136003,888,6111,Independent school,58,10,48,17.24%,82.76%,58,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136005,384,3343,State-funded primary,410,199,211,48.54%,51.46%,14,3.41%,49,11.95%,26,384,0,6.30%,93.70%,0,103,104,381,27.30%
136008,921,2043,State-funded primary,388,155,233,39.95%,60.05%,12,3.09%,87,22.42%,9,379,0,2.30%,97.70%,0,133,134,388,34.54%
136013,921,2044,State-funded secondary,1249,615,634,49.24%,50.76%,64,5.12%,197,15.77%,81,1167,1,6.50%,93.40%,0.001,318,331,1249,26.50%
136014,302,6122,Independent school,286,286,0,100.00%,0.00%,5,1.75%,35,12.24%,,,,,,,,NA,NA,0.00%
136015,204,6073,Independent school,344,339,5,98.55%,1.45%,14,4.07%,12,3.49%,,,,,,,,NA,NA,0.00%
136016,916,6905,State-funded secondary,1102,558,544,50.64%,49.36%,39,3.54%,204,18.51%,233,798,71,21.10%,72.40%,0.064,383,355,934,38.01%
136019,865,6043,Independent school,31,10,21,32.26%,67.74%,31,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136023,874,6003,Independent school,94,94,0,100.00%,0.00%,1,1.06%,12,12.77%,,,,,,,,NA,NA,0.00%
136027,353,6905,State-funded secondary,1411,694,717,49.18%,50.82%,44,3.12%,231,16.37%,677,733,1,48.00%,51.90%,0.001,763,771,1411,54.64%
136028,301,4704,State-funded secondary,1458,666,792,45.68%,54.32%,81,5.56%,184,12.62%,574,884,0,39.40%,60.60%,0,556,522,1230,42.44%
136032,330,6909,State-funded secondary,1112,522,590,46.94%,53.06%,4,0.36%,156,14.03%,365,745,2,32.80%,67.00%,0.002,629,623,1013,61.50%
136035,881,1120,State-funded AP school,91,19,72,20.88%,79.12%,18,19.78%,71,78.02%,1,90,0,1.10%,98.90%,0,37,59,91,64.84%
136039,891,6036,Independent school,36,12,24,33.33%,66.67%,26,72.22%,10,27.78%,,,,,,,,NA,NA,0.00%
136040,384,6126,Independent school,14,3,11,21.43%,78.57%,14,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136042,372,6905,State-funded secondary,1121,589,532,52.54%,47.46%,54,4.82%,206,18.38%,54,1067,0,4.80%,95.20%,0,344,330,973,33.92%
136044,925,6909,State-funded secondary,2329,1193,1136,51.22%,48.78%,110,4.72%,211,9.06%,147,2066,116,6.30%,88.70%,0.05,687,642,2002,32.07%
136046,312,6082,Independent school,88,88,0,100.00%,0.00%,2,2.27%,10,11.36%,,,,,,,,NA,NA,0.00%
136047,873,6048,Independent school,158,31,127,19.62%,80.38%,158,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136052,316,6072,Independent school,75,15,60,20.00%,80.00%,75,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136056,344,3375,State-funded primary,98,44,54,44.90%,55.10%,5,5.10%,32,32.65%,5,93,0,5.10%,94.90%,0,56,56,92,60.87%
136057,207,6005,Independent school,404,180,224,44.55%,55.45%,2,0.50%,59,14.60%,,,,,,,,NA,NA,0.00%
136058,813,2181,State-funded primary,321,175,146,54.52%,45.48%,8,2.49%,31,9.66%,27,294,0,8.40%,91.60%,0,57,57,321,17.76%
136061,937,2083,State-funded primary,396,212,184,53.54%,46.46%,11,2.78%,69,17.42%,31,365,0,7.80%,92.20%,0,126,123,368,33.42%
136062,341,2176,State-funded primary,201,109,92,54.23%,45.77%,5,2.49%,55,27.36%,148,53,0,73.60%,26.40%,0,116,116,181,64.09%
136066,803,2011,State-funded primary,412,202,210,49.03%,50.97%,13,3.16%,72,17.48%,20,377,15,4.90%,91.50%,0.036,86,86,412,20.87%
136068,866,2012,State-funded primary,482,226,256,46.89%,53.11%,10,2.07%,59,12.24%,177,301,4,36.70%,62.40%,0.008,47,49,420,11.67%
136069,888,6056,Independent school,5,1,4,20.00%,80.00%,5,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136071,831,1104,State-funded AP school,55,24,31,43.64%,56.36%,1,1.82%,53,96.36%,13,42,0,23.60%,76.40%,0,31,40,55,72.73%
136074,916,2185,State-funded primary,408,207,201,50.74%,49.26%,12,2.94%,120,29.41%,43,362,3,10.50%,88.70%,0.007,68,72,408,17.65%
136076,355,2041,State-funded primary,511,225,286,44.03%,55.97%,61,11.94%,108,21.14%,177,334,0,34.60%,65.40%,0,224,212,468,45.30%
136078,850,2107,State-funded primary,445,227,218,51.01%,48.99%,17,3.82%,89,20.00%,13,432,0,2.90%,97.10%,0,190,185,412,44.90%
136079,355,2042,State-funded primary,475,217,258,45.68%,54.32%,12,2.53%,88,18.53%,175,300,0,36.80%,63.20%,0,208,188,416,45.19%
136080,355,2043,State-funded primary,239,120,119,50.21%,49.79%,7,2.93%,69,28.87%,92,147,0,38.50%,61.50%,0,50,51,209,24.40%
136083,873,6049,Independent school,428,199,229,46.50%,53.50%,1,0.23%,10,2.34%,,,,,,,,NA,NA,0.00%
136085,822,6905,State-funded secondary,1375,689,686,50.11%,49.89%,53,3.85%,159,11.56%,548,817,10,39.90%,59.40%,0.007,482,450,1192,37.75%
136086,355,6057,Independent school,214,214,0,100.00%,0.00%,3,1.40%,11,5.14%,,,,,,,,NA,NA,0.00%
136087,358,3332,State-funded primary,627,317,310,50.56%,49.44%,13,2.07%,53,8.45%,140,487,0,22.30%,77.70%,0,19,19,627,3.03%
136088,343,6134,Independent school,56,22,34,39.29%,60.71%,56,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136090,311,6905,State-funded secondary,1206,609,597,50.50%,49.50%,33,2.74%,172,14.26%,360,846,0,29.90%,70.10%,0,484,453,1018,44.50%
136091,333,4028,State-funded secondary,1920,948,972,49.38%,50.63%,35,1.82%,237,12.34%,544,1285,91,28.30%,66.90%,0.047,787,752,1673,44.95%
136092,203,6040,Independent school,45,28,17,62.22%,37.78%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136094,381,6905,State-funded secondary,1599,781,818,48.84%,51.16%,48,3.00%,268,16.76%,112,1482,5,7.00%,92.70%,0.003,594,601,1599,37.59%
136098,888,6042,Independent school,152,88,64,57.89%,42.11%,0,0.00%,9,5.92%,,,,,,,,NA,NA,0.00%
136100,203,6041,Independent school,25,10,15,40.00%,60.00%,8,32.00%,15,60.00%,,,,,,,,NA,NA,0.00%
136102,861,6905,State-funded secondary,1248,645,603,51.68%,48.32%,37,2.96%,214,17.15%,419,829,0,33.60%,66.40%,0,637,650,1248,52.08%
136105,352,6913,State-funded secondary,1299,654,645,50.35%,49.65%,60,4.62%,235,18.09%,556,726,17,42.80%,55.90%,0.013,774,832,1299,64.05%
136106,845,6905,State-funded secondary,800,392,408,49.00%,51.00%,19,2.38%,119,14.88%,92,707,1,11.50%,88.40%,0.001,370,378,800,47.25%
136107,887,6906,State-funded secondary,1382,654,728,47.32%,52.68%,116,8.39%,191,13.82%,201,1171,10,14.50%,84.70%,0.007,465,466,1171,39.80%
136108,887,6907,State-funded secondary,1221,646,575,52.91%,47.09%,12,0.98%,186,15.23%,328,862,31,26.90%,70.60%,0.025,491,474,1051,45.10%
136109,382,3049,State-funded primary,402,190,212,47.26%,52.74%,22,5.47%,64,15.92%,106,295,1,26.40%,73.40%,0.002,179,179,402,44.53%
136110,212,6041,Independent school,52,24,28,46.15%,53.85%,50,96.15%,0,0.00%,,,,,,,,NA,NA,0.00%
136112,850,6075,Independent school,65,30,35,46.15%,53.85%,5,7.69%,14,21.54%,,,,,,,,NA,NA,0.00%
136114,938,7013,State-funded special school,281,107,174,38.08%,61.92%,280,99.64%,1,0.36%,27,254,0,9.60%,90.40%,0,89,74,227,32.60%
136115,353,6906,State-funded secondary,1284,625,659,48.68%,51.32%,22,1.71%,125,9.74%,717,567,0,55.80%,44.20%,0,605,633,1284,49.30%
136117,355,6006,Independent school,338,338,0,100.00%,0.00%,7,2.07%,39,11.54%,,,,,,,,NA,NA,0.00%
136118,341,2242,State-funded primary,558,267,291,47.85%,52.15%,30,5.38%,99,17.74%,366,192,0,65.60%,34.40%,0,269,269,526,51.14%
136119,341,6908,State-funded secondary,924,462,462,50.00%,50.00%,30,3.25%,211,22.84%,317,605,2,34.30%,65.50%,0.002,520,422,735,57.41%
136120,839,6905,State-funded secondary,1178,550,628,46.69%,53.31%,47,3.99%,175,14.86%,216,924,38,18.30%,78.40%,0.032,241,242,1044,23.18%
136122,822,6015,Independent school,24,5,19,20.83%,79.17%,25,104.17%,0,0.00%,,,,,,,,NA,NA,0.00%
136123,330,6170,Independent school,101,101,0,100.00%,0.00%,0,0.00%,3,2.97%,,,,,,,,NA,NA,0.00%
136124,344,3363,State-funded primary,193,87,106,45.08%,54.92%,13,6.74%,19,9.84%,14,179,0,7.30%,92.70%,0,103,79,148,53.38%
136125,839,6906,State-funded secondary,946,470,476,49.68%,50.32%,83,8.77%,202,21.35%,85,857,4,9.00%,90.60%,0.004,334,314,833,37.70%
136126,331,6906,State-funded secondary,1495,661,834,44.21%,55.79%,36,2.41%,289,19.33%,945,549,1,63.20%,36.70%,0.001,700,571,1145,49.87%
136127,830,6905,State-funded secondary,812,408,404,50.25%,49.75%,23,2.83%,188,23.15%,76,735,1,9.40%,90.50%,0.001,341,355,812,43.72%
136128,886,6905,State-funded secondary,1410,748,662,53.05%,46.95%,64,4.54%,249,17.66%,81,1329,0,5.70%,94.30%,0,294,268,1210,22.15%
136135,350,6907,State-funded secondary,780,363,417,46.54%,53.46%,21,2.69%,123,15.77%,139,641,0,17.80%,82.20%,0,319,333,780,42.69%
136136,860,6905,State-funded secondary,931,466,465,50.05%,49.95%,11,1.18%,134,14.39%,66,865,0,7.10%,92.90%,0,344,352,931,37.81%
136137,204,6909,State-funded secondary,987,448,539,45.39%,54.61%,42,4.26%,111,11.25%,633,352,2,64.10%,35.70%,0.002,567,527,885,59.55%
136141,342,6905,State-funded secondary,1451,727,724,50.10%,49.90%,51,3.51%,274,18.88%,84,1367,0,5.80%,94.20%,0,544,538,1333,40.36%
136142,879,6905,State-funded secondary,648,320,328,49.38%,50.62%,19,2.93%,261,40.28%,24,622,2,3.70%,96.00%,0.003,314,318,648,49.07%
136143,355,6039,Independent school,389,389,0,100.00%,0.00%,4,1.03%,56,14.40%,,,,,,,,NA,NA,0.00%
136145,861,6906,State-funded secondary,1190,603,587,50.67%,49.33%,41,3.45%,195,16.39%,127,1063,0,10.70%,89.30%,0,450,462,1190,38.82%
136146,808,6906,State-funded secondary,816,394,422,48.28%,51.72%,23,2.82%,151,18.50%,87,722,7,10.70%,88.50%,0.009,453,491,816,60.17%
136147,308,6907,State-funded secondary,1401,673,728,48.04%,51.96%,33,2.36%,404,28.84%,789,579,33,56.30%,41.30%,0.024,626,574,1160,49.48%
136152,330,6906,State-funded secondary,1192,569,623,47.73%,52.27%,19,1.59%,197,16.53%,319,871,2,26.80%,73.10%,0.002,585,577,1037,55.64%
136153,826,6013,Independent school,272,132,140,48.53%,51.47%,0,0.00%,39,14.34%,,,,,,,,NA,NA,0.00%
136156,850,6905,State-funded secondary,534,237,297,44.38%,55.62%,35,6.55%,188,35.21%,28,506,0,5.20%,94.80%,0,321,328,534,61.42%
136161,885,1121,State-funded AP school,30,13,17,43.33%,56.67%,4,13.33%,26,86.67%,0,30,0,0.00%,100.00%,0,21,21,30,70.00%
136162,845,6059,Independent school,97,48,49,49.48%,50.52%,1,1.03%,22,22.68%,,,,,,,,NA,NA,0.00%
136163,393,3319,State-funded primary,462,223,239,48.27%,51.73%,16,3.46%,111,24.03%,22,440,0,4.80%,95.20%,0,194,195,425,45.88%
136164,846,6905,State-funded secondary,813,352,461,43.30%,56.70%,63,7.75%,242,29.77%,107,700,6,13.20%,86.10%,0.007,370,344,685,50.22%
136167,830,6037,Independent school,2,0,2,0.00%,100.00%,1,50.00%,1,50.00%,,,,,,,,NA,NA,0.00%
136168,830,6038,Independent school,4,0,4,0.00%,100.00%,2,50.00%,2,50.00%,,,,,,,,NA,NA,0.00%
136172,205,6906,State-funded secondary,950,444,506,46.74%,53.26%,29,3.05%,107,11.26%,472,476,2,49.70%,50.10%,0.002,316,344,708,48.59%
136174,352,6914,State-funded secondary,1610,821,789,50.99%,49.01%,50,3.11%,423,26.27%,594,1012,4,36.90%,62.90%,0.002,795,852,1610,52.92%
136177,886,6918,State-funded secondary,452,195,257,43.14%,56.86%,1,0.22%,57,12.61%,69,382,1,15.30%,84.50%,0.002,0,28,337,8.31%
136178,393,3320,State-funded primary,670,318,352,47.46%,52.54%,8,1.19%,127,18.96%,9,661,0,1.30%,98.70%,0,243,245,609,40.23%
136183,865,6906,State-funded secondary,781,369,412,47.25%,52.75%,66,8.45%,170,21.77%,53,727,1,6.80%,93.10%,0.001,284,279,696,40.09%
136184,896,6906,State-funded secondary,1023,503,520,49.17%,50.83%,40,3.91%,179,17.50%,52,964,7,5.10%,94.20%,0.007,445,459,1023,44.87%
136185,876,6905,State-funded secondary,829,417,412,50.30%,49.70%,26,3.14%,175,21.11%,16,813,0,1.90%,98.10%,0,460,424,727,58.32%
136186,926,6907,State-funded secondary,1477,763,714,51.66%,48.34%,73,4.94%,213,14.42%,185,1284,8,12.50%,86.90%,0.005,383,371,1305,28.43%
136187,926,6908,State-funded secondary,902,423,479,46.90%,53.10%,56,6.21%,220,24.39%,59,842,1,6.50%,93.30%,0.001,360,365,902,40.47%
136189,380,6349,Independent school,155,0,155,0.00%,100.00%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136191,313,3944,State-funded primary,414,211,203,50.97%,49.03%,10,2.42%,78,18.84%,316,94,4,76.30%,22.70%,0.01,120,122,386,31.61%
136192,812,6908,State-funded secondary,843,404,439,47.92%,52.08%,20,2.37%,107,12.69%,52,789,2,6.20%,93.60%,0.002,275,301,843,35.71%
136193,933,6905,State-funded secondary,996,482,514,48.39%,51.61%,32,3.21%,99,9.94%,143,783,70,14.40%,78.60%,0.07,288,293,996,29.42%
136194,925,6910,State-funded secondary,1379,644,735,46.70%,53.30%,77,5.58%,257,18.64%,140,1239,0,10.20%,89.80%,0,379,360,1163,30.95%
136195,881,6911,State-funded secondary,899,449,450,49.94%,50.06%,36,4.00%,229,25.47%,146,753,0,16.20%,83.80%,0,366,396,899,44.05%
136197,886,6919,State-funded secondary,1731,848,883,48.99%,51.01%,44,2.54%,318,18.37%,386,1342,3,22.30%,77.50%,0.002,642,639,1531,41.74%
136198,380,6909,State-funded secondary,790,393,397,49.75%,50.25%,35,4.43%,125,15.82%,354,434,2,44.80%,54.90%,0.003,235,259,790,32.78%
136200,878,6905,State-funded secondary,452,224,228,49.56%,50.44%,27,5.97%,51,11.28%,37,414,1,8.20%,91.60%,0.002,123,121,428,28.27%
136201,941,6910,State-funded secondary,1307,565,742,43.23%,56.77%,14,1.07%,153,11.71%,465,839,3,35.60%,64.20%,0.002,319,312,1239,25.18%
136202,926,6909,State-funded secondary,952,481,471,50.53%,49.47%,58,6.09%,147,15.44%,186,766,0,19.50%,80.50%,0,270,272,952,28.57%
136203,306,6910,State-funded secondary,903,429,474,47.51%,52.49%,16,1.77%,138,15.28%,242,661,0,26.80%,73.20%,0,284,392,801,48.94%
136204,926,6910,State-funded secondary,1361,686,675,50.40%,49.60%,74,5.44%,102,7.49%,426,935,0,31.30%,68.70%,0,405,404,1269,31.84%
136205,886,6920,State-funded secondary,1381,541,840,39.17%,60.83%,61,4.42%,172,12.45%,104,1276,1,7.50%,92.40%,0.001,269,271,1192,22.73%
136206,839,6907,State-funded secondary,841,394,447,46.85%,53.15%,42,4.99%,158,18.79%,148,692,1,17.60%,82.30%,0.001,371,385,841,45.78%
136208,318,6907,State-funded secondary,1039,504,535,48.51%,51.49%,34,3.27%,150,14.44%,271,768,0,26.10%,73.90%,0,270,257,857,29.99%
136211,886,6136,Independent school,37,19,18,51.35%,48.65%,26,70.27%,10,27.03%,,,,,,,,NA,NA,0.00%
136213,330,6910,State-funded secondary,606,221,385,36.47%,63.53%,19,3.14%,99,16.34%,187,418,1,30.90%,69.00%,0.002,329,334,606,55.12%
136217,925,6911,State-funded secondary,932,484,448,51.93%,48.07%,67,7.19%,256,27.47%,49,883,0,5.30%,94.70%,0,585,556,855,65.03%
136220,861,6004,Independent school,36,9,27,25.00%,75.00%,36,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136222,340,3365,State-funded primary,215,103,112,47.91%,52.09%,14,6.51%,66,30.70%,43,172,0,20.00%,80.00%,0,105,109,198,55.05%
136223,353,3509,State-funded primary,451,238,213,52.77%,47.23%,16,3.55%,38,8.43%,25,426,0,5.50%,94.50%,0,129,129,414,31.16%
136226,306,6107,Independent school,143,143,0,100.00%,0.00%,0,0.00%,20,13.99%,,,,,,,,NA,NA,0.00%
136227,941,6073,Independent school,47,8,39,17.02%,82.98%,47,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136228,305,6081,Independent school,38,19,19,50.00%,50.00%,38,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136230,356,6035,Independent school,6,1,5,16.67%,83.33%,5,83.33%,1,16.67%,,,,,,,,NA,NA,0.00%
136231,304,6114,Independent school,99,99,0,100.00%,0.00%,2,2.02%,14,14.14%,,,,,,,,NA,NA,0.00%
136232,892,3332,State-funded primary,423,201,222,47.52%,52.48%,2,0.47%,90,21.28%,80,342,1,18.90%,80.90%,0.002,199,203,376,53.99%
136236,873,6028,Independent school,19,12,7,63.16%,36.84%,19,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136237,888,6113,Independent school,152,34,118,22.37%,77.63%,84,55.26%,68,44.74%,,,,,,,,NA,NA,0.00%
136239,358,6019,Independent school,7,4,3,57.14%,42.86%,7,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136241,873,3946,State-funded primary,405,198,207,48.89%,51.11%,15,3.70%,37,9.14%,183,222,0,45.20%,54.80%,0,85,85,352,24.15%
136244,317,6080,Independent school,1,1,0,100.00%,0.00%,1,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136245,861,6443,Independent school,36,12,24,33.33%,66.67%,36,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136251,886,3920,State-funded primary,206,104,102,50.49%,49.51%,9,4.37%,14,6.80%,16,189,1,7.80%,91.70%,0.005,88,88,206,42.72%
136252,393,7007,State-funded special school,175,51,124,29.14%,70.86%,175,100.00%,0,0.00%,14,161,0,8.00%,92.00%,0,97,88,149,59.06%
136257,354,6202,Independent school,19,11,8,57.89%,42.11%,17,89.47%,2,10.53%,,,,,,,,NA,NA,0.00%
136258,391,6040,Independent school,30,30,0,100.00%,0.00%,0,0.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136259,806,6002,Independent school,42,15,27,35.71%,64.29%,20,47.62%,22,52.38%,,,,,,,,NA,NA,0.00%
136260,885,6039,Independent school,31,7,24,22.58%,77.42%,31,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136261,931,6907,State-funded secondary,1306,638,668,48.85%,51.15%,35,2.68%,220,16.85%,515,788,3,39.40%,60.30%,0.002,329,316,1124,28.11%
136262,885,6040,Independent school,80,6,74,7.50%,92.50%,80,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136263,302,6201,Independent school,92,22,70,23.91%,76.09%,91,98.91%,1,1.09%,,,,,,,,NA,NA,0.00%
136265,305,6082,Independent school,120,17,103,14.17%,85.83%,120,100.00%,0,0.00%,,,,,,,,NA,NA,0.00%
136266,874,5417,State-funded secondary,1651,820,831,49.67%,50.33%,32,1.94%,140,8.48%,111,1540,0,6.70%,93.30%,0,277,248,1306,18.99%
136267,317,5400,State-funded secondary,1250,598,652,47.84%,52.16%,50,4.00%,202,16.16%,810,419,21,64.80%,33.50%,0.017,279,218,917,23.77%
136268,812,4078,State-funded secondary,1730,892,838,51.56%,48.44%,21,1.21%,172,9.94%,161,1565,4,9.30%,90.50%,0.002,287,298,1565,19.04%
136269,908,5201,State-funded primary,62,26,36,41.94%,58.06%,1,1.61%,11,17.74%,0,62,0,0.00%,100.00%,0,16,15,53,28.30%
136270,886,3912,State-funded primary,491,223,268,45.42%,54.58%,22,4.48%,79,16.09%,58,433,0,11.80%,88.20%,0,166,166,491,33.81%
136271,935,4036,State-funded secondary,1051,524,527,49.86%,50.14%,26,2.47%,135,12.84%,27,1020,4,2.60%,97.10%,0.004,132,117,880,13.30%
136272,882,5401,State-funded secondary,1292,75,1217,5.80%,94.20%,4,0.31%,38,2.94%,228,1062,2,17.60%,82.20%,0.002,74,69,916,7.53%
136273,357,5400,State-funded secondary,1116,0,1116,0.00%,100.00%,32,2.87%,72,6.45%,172,926,18,15.40%,83.00%,0.016,317,373,1116,33.42%
136274,891,2921,State-funded primary,598,306,292,51.17%,48.83%,6,1.00%,105,17.56%,114,484,0,19.10%,80.90%,0,164,163,544,29.96%
136275,826,2133,State-funded primary,617,312,305,50.57%,49.43%,8,1.30%,161,26.09%,404,213,0,65.50%,34.50%,0,211,211,617,34.20%
136276,919,5401,State-funded secondary,1610,0,1610,0.00%,100.00%,60,3.73%,109,6.77%,351,1253,6,21.80%,77.80%,0.004,85,82,1121,7.31%
136277,812,4084,State-funded secondary,778,406,372,52.19%,47.81%,15,1.93%,64,8.23%,72,706,0,9.30%,90.70%,0,104,112,778,14.40%
136278,895,5401,State-funded secondary,1551,783,768,50.48%,49.52%,49,3.16%,115,7.41%,81,1469,1,5.20%,94.70%,0.001,199,185,1193,15.51%
136279,895,4220,State-funded secondary,1411,689,722,48.83%,51.17%,41,2.91%,170,12.05%,67,1306,38,4.70%,92.60%,0.027,175,169,1125,15.02%
136280,878,2004,State-funded primary,513,245,268,47.76%,52.24%,9,1.75%,68,13.26%,12,501,0,2.30%,97.70%,0,48,45,435,10.34%
136281,305,5406,State-funded secondary,509,199,310,39.10%,60.90%,27,5.30%,122,23.97%,52,456,1,10.20%,89.60%,0.002,248,259,509,50.88%
136283,382,5401,State-funded secondary,1468,706,762,48.09%,51.91%,3,0.20%,17,1.16%,342,1126,0,23.30%,76.70%,0,98,61,1048,5.82%
136285,942,2130,State-funded primary,216,111,105,51.39%,48.61%,2,0.93%,22,10.19%,0,216,0,0.00%,100.00%,0,19,20,159,12.58%
136286,886,5434,State-funded secondary,1746,835,911,47.82%,52.18%,124,7.10%,214,12.26%,93,1651,2,5.30%,94.60%,0.001,461,459,1537,29.86%
136287,878,5405,State-funded secondary,1085,536,549,49.40%,50.60%,53,4.88%,130,11.98%,34,1039,12,3.10%,95.80%,0.011,185,189,1085,17.42%
136289,919,5403,State-funded secondary,1429,1429,0,100.00%,0.00%,13,0.91%,56,3.92%,445,969,15,31.10%,67.80%,0.01,90,75,1045,7.18%
136290,302,5401,State-funded secondary,1314,0,1314,0.00%,100.00%,6,0.46%,14,1.07%,398,911,5,30.30%,69.30%,0.004,50,40,961,4.16%
136291,891,5401,State-funded secondary,1633,822,811,50.34%,49.66%,15,0.92%,94,5.76%,248,1346,39,15.20%,82.40%,0.024,273,255,1405,18.15%
136292,916,5410,State-funded secondary,1500,763,737,50.87%,49.13%,41,2.73%,223,14.87%,51,1448,1,3.40%,96.50%,0.001,199,192,1188,16.16%
136293,866,2212,State-funded primary,523,252,271,48.18%,51.82%,15,2.87%,79,15.11%,104,419,0,19.90%,80.10%,0,266,266,498,53.41%
136295,933,4274,State-funded secondary,1321,651,670,49.28%,50.72%,26,1.97%,182,13.78%,141,1177,3,10.70%,89.10%,0.002,312,303,1178,25.72%
136296,865,5414,State-funded secondary,1559,774,785,49.65%,50.35%,62,3.98%,159,10.20%,67,1491,1,4.30%,95.60%,0.001,195,186,1234,15.07%
136297,358,5405,State-funded secondary,1124,518,606,46.09%,53.91%,8,0.71%,55,4.89%,205,918,1,18.20%,81.70%,0.001,99,65,752,8.64%
136298,210,4318,State-funded secondary,1330,653,677,49.10%,50.90%,75,5.64%,256,19.25%,95,1231,4,7.10%,92.60%,0.003,216,225,941,23.91%
136299,941,5404,State-funded secondary,1713,212,1501,12.38%,87.62%,31,1.81%,190,11.09%,285,1428,0,16.60%,83.40%,0,138,121,1144,10.58%
136301,372,4024,State-funded secondary,1384,732,652,52.89%,47.11%,57,4.12%,141,10.19%,246,1130,8,17.80%,81.60%,0.006,434,391,1188,32.91%
136302,886,5421,State-funded secondary,1984,1005,979,50.66%,49.34%,148,7.46%,234,11.79%,166,1818,0,8.40%,91.60%,0,506,393,1157,33.97%
136303,335,5200,State-funded primary,311,143,168,45.98%,54.02%,5,1.61%,11,3.54%,164,125,22,52.70%,40.20%,0.071,24,23,260,8.85%
136304,886,4031,State-funded secondary,545,260,285,47.71%,52.29%,18,3.30%,87,15.96%,46,499,0,8.40%,91.60%,0,240,244,545,44.77%
136305,886,4080,State-funded secondary,832,821,11,98.68%,1.32%,4,0.48%,36,4.33%,68,764,0,8.20%,91.80%,0,101,84,671,12.52%
136306,916,4001,State-funded secondary,1249,158,1091,12.65%,87.35%,11,0.88%,48,3.84%,199,1047,3,15.90%,83.80%,0.002,51,41,785,5.22%
136307,870,4020,State-funded secondary,1545,700,845,45.31%,54.69%,26,1.68%,179,11.59%,248,1221,76,16.10%,79.00%,0.049,137,135,1220,11.07%
136308,302,5406,State-funded secondary,1823,885,938,48.55%,51.45%,44,2.41%,95,5.21%,577,1242,4,31.70%,68.10%,0.002,181,177,1303,13.58%
136309,210,4265,State-funded secondary,2547,1290,1257,50.65%,49.35%,83,3.26%,392,15.39%,323,2223,1,12.70%,87.30%,0,444,408,2104,19.39%
136310,334,4014,State-funded secondary,1705,787,918,46.16%,53.84%,47,2.76%,178,10.44%,308,1397,0,18.10%,81.90%,0,155,148,1395,10.61%
